sentiment,content
1,take property
0,kevinriley heh thank adorable plug cough info cough cough
0,soulsistanindy someone good morning
0,missjerilee welcome twitter friend
1,devon catch eat fly not know swallow fly guess shell die
0,love sun today even think revise not good day though kate afty shit day bless x
0,sassyotaku enjoy nola definitely one favorite city world please beignet chocolate
1,headache kill yet need cover boring police event
1,dust amp vacuum apartment think need another new vacuummy entire apartment smoky buy one kmart
0,happy star war day
0,goody bag car boot include cute cross stitch bird craft room man sell sweetie
0,nice night golf
1,tearose21 wish could enjoy girl day
0,head home yay go buy much need bottle wine drink dinner wallet mia no wine tonight
0,whin park swing victory mine right
1,tonight last night apartment
0,faithfulchosen soso thank upload new campaign vid post link min babe
0,last late late pat kenny bless
1,poor little mba fire
0,artcon awesomeeeeee
0,go ride perfect night go chill
0,watch pianist dad great movie
1,1825remnant miss everyone tonight
0,gift publish episode align realign sensitivity level min yoga class
0,neilmcdaid look class water splash look real look forward review copy
1,not happy
1,yep lose bet chris
1,think computer sick
1,naiadrisa heh happen hope rest week go well
0,gnomeangel yep
1,observation aside riverwalk pretty much no cute girl downtown sa
1,damn pay like first slightly stoopid show charge pop make sad
1,never starbucks coffee entire life people keep make jealous
0,great date last nighttrie find cdcave daniel hilariously fun
1,happy mother day feliz dia delas madre mine already heaven miss
1,corona bad craving mexican pastry go uptown get
0,robm67 retweete jesus post make laugh not worry not subliminal code
0,shygamer zeralyn tell good girl see halo everything
0,choir assembly bad fucking hot yay
0,back hospital doc say ill live
1,simplysinister suck seriously hope feel well soon need come next week
1,frankste yeah dry
1,michelleweber never good time recourse small claim get atty involve
1,pizza breakfast shower class
0,happy star war day everyone celebrate family ok not celebrate go round famos
1,morning wake neighbour kid scream garden not benevolent mood warn
0,movie pretty interesting actually go to finish watch probably see star trek tomorrow lt3 zq lol
1,watch quotall king menquot pretty good far
0,great study time follow delicious japanese meal arty try get back study mood
1,subray put right scrambled egg breakfast fartingloud
1,sad right becuz lady
0,khanserai thank hope great day
0,firefly weekend scifi channel happy man
0,watch adaptation interior woman good movie night breakfast dad kelley morning
1,dorritos repressd get migrane repressd leave either arthritis andor gout
1,evermore amp end fashion rock poor foot though oww injure foot not good sore tomorrow detail follow later
1,yd drive within foot green 2nd time play hole not count though bcit golf
0,cohoons_world lol poor cubby brewer roll ranger lose leafs win
0,free unlimited ringtone usa awesome iphone
0,twa good show even like ciara last song time go bed gnight
0,happy google wave trend can not watch video certain flash video block company network
0,orli snapily famous houston take look
0,perfect day throw back head kiss good bye love cheerful
1,apparently not mean take dance lesson
1,bad day
1,not wanna go back work sleepy time
0,albz86 oh man wanna bay asap thank great day
1,jaymiealyson mean give lol finger crash car lol jk bad ignore
0,wildcurl7888 well still can not wait one shot
0,find rideyes liquor come
0,dance gavin danceattack attacka skylit drive tonight exciteddddd
0,omg mummy buy icecream
0,get bit neckache go hard not go home alternative night mean nearly
1,sisser move tomorrow make sad actually guess technically couple hour since already friday
1,jacobmaesta not think ill ever one
0,eftele great nice time family dinner forget key car hmmm bless anwb back germany
1,karleemay kelly208 horror movie obsess esp campy 80 film troma wish not work tomorrow
1,decaydance nothing
0,drink 1245pm leave shop medium light coffee frappuccino nom nom nom
0,home tonight much fun goodnight twitterbug
1,_ supernatural _ awwww poor boy cry sad
0,follow compliance great watch say
0,sunburn face amp leg fix arm tooo
0,not wanna wake shoo roommate shoo
1,dam finish watch prison break final breakomg not think cry hard showfinally understand finale
1,rain ever day miami since
0,degree tear happy moment
0,use last dvdr window iso next batch lightscribe dicsc want see work
0,smoke maryjane favorite thing speak name daughter maryjane lakoda lakoda mrijuana latinlt3
0,hannahsukter anywayss point die spend summer somewhere hot guy
0,ilanrubin freak awesome job tonight seem really lot fun picture wanna send
1,nobody write
1,mediatemple mt awful ftp service
1,beautiful day today love sunshine miss man though away weekend xxxx
0,ton update include pic rob yesterday check
0,yay win jumeau bag giveaway instantshift bag pretty maybe ill belt well see
0,listen band recommend sarrah really like friday night boy lt3
1,pilmorelee beggar make feel homesick
1,not like wait
0,get subponea
0,b_luca lol glad see not one
0,decadentdecay chica two day want us elle
0,sunday morning realise film snob say msn entertainment
1,slow tweetscuase lose phone
1,falselove oh good top haunted housesound one bakery inside ralphie body amp forget
0,u friendster add email adress add loco_crime_1styahoocom add leave comment
1,ex make cry wish strong
1,heritagesoftail hahaha miss bradddd guy keith
0,cover portfolio send dream job ny send good vibe
0,toffeetfb great day
0,aboutlittlerock wow mhenslee constantly rant love genghis grill never not colorado
0,wango tango good night
1,kylehamilton wow see tweet proflower fiasco not fun
0,hmmm think take back feel well morning think speak early
0,starbuck farrah
1,jerryaz definately hard time cuz young amp never see wrkd hard make car amp disabled
1,sell medieval trading pavillion v sad
0,make southkorean email pal happy
0,almost dun choreograph dance
1,duncan finally get order leave iraq september open invite stay anytime year hell go
0,get new belt sheriff star
0,oh andremichelle birthday happy birthday andre michelle
0,yaaaawwwwnnnn thx bank holiday let see today prepare we
1,brookeleeadam gutte will not live office girl anymore
0,scottrmcgrew honey great health
1,jodywhiteside sorry miss
0,feel accomplished get lot do today
1,nite tweeple tomorrow day work
1,leg fucking sore foot hurt walk whataday
1,hot shower make everything well need sumbody tuck ugh miss gramma
0,frozen2thesword yay hope day work wonderful sis bank holiday england today everyone work
1,go to life not good no exit hallway stuck world
1,oh no read go remake girl wanna fun stop hollywoodjust stop
0,filce haha know can not handle fame thank
0,turch aww congrat family send piccie email
1,jennjolie yep b automatic u fall someone person 2or smthng like way suck
0,westendactress haha miine
0,twikini enjoy sun
1,micahjosiahd really go miss
0,hit leave conti boooooooo
0,jefftracey forward start teach new student hypnosis plenty laugh sure
1,ugh delivery postpone not baby til ill work
1,go to cry go bad history test really hate history
1,good morning kid go back school sick day look forward productive week happy monday
1,not feel great today
0,wish everyone blessed amp beautiful mother day
1,many good show come no money buy ticket fmfl brand new troub
0,louiiseeeeee lmfao omgosh first hear song youi feel like go to pee omgosh waltzer man lol xoxo
0,thank raspberrylaced vanilla cake
1,suncito hi get comp early last nite see u not feel well hope u r well
1,love movie grease can not believe jeff conaway guy play kenickieso sad see celebrity rehab
0,ughhh think plan ruin excite
0,get do work outrelaxing work
0,welcome cimmarongirl proud
0,sell bike fast expect run size luckily single speed ocean eta eo june
0,maddiewan maddie start work watch world
0,paigeebaby hahahah lol fun aye div experience love spongebob l
0,xanthetwirls see urs chance else would name think ill b miss 2nite thank god youtube
0,tifftiff88 not sad glad
0,monicafrancesca congratulation woootwoooo ginoboi great game nakakahyper kayo
1,epiphanygirl man miss waitn day u giv tix away amp whn rappn wrk u gav tix away sad
0,another amazing day ever since get twitter great day
0,good morning everyone
0,sunday morning bird chirp hop good pray good
0,good morme sunshine beautiful day last day class
0,woolsery morning hopefully see north molton u16 clinch north devon league title lovely day
0,ninaaacooperrr not not come love last week need see hot
0,play dj ray ride way delish sushi
1,hellenbach geek stepson live nanny love bgt can not stand watch tv upstairs alone
1,mummy need
0,markman641 happy mother day mark
0,operation happy mom success
1,mad go miss maine tomorrow take eff day fly florida
0,omg buy dvd yeahness another good movie also thank movie buddy
0,o0hemmy lol hi emmy latin would help study aptitude test get grad school wanna take
0,lindzluvsnkotb not go cruise wish go vacation thank though
0,boss night
1,not good day
0,lovli night last night ruin doctor inability warn side effect back test
1,go fail art final fml far bad semester life school wise otherwise good
0,cydonian enjoy fancy meal smtime thrs joy solitude u really enjoy food amp lk date world
0,shout sanjeev thank first follower twitter
1,love sun today not love black suit black top plus trainstube get meeting back need shop summer
0,chillin christina diana
0,annalisaceccato hey thank mate cool coz watch
0,get home dinner mommy new grandma rather hollywood right
0,cadistra ah brilliant thank bunch
1,fuuudge movie store close
0,davidarchie awoooogahhhhhh heheee hope get decently price breakfast real quick david
1,excited visit twin good friend dinner star gaze movie cool
0,happy star war day go make pasta get shower dress watch film like day day
0,somebody smuggle sydney ill slave eternity
1,much blog no time
1,back park sunburnt can not wait totallywiredm 2nightand go to get smashedbein sober jst wnt b fun
1,movietfan well completely lame sorry dude
1,mjh81 know man day pull bed
0,wake hiccup come back
1,eminem can not wait recently buy metallia guitar hero can not play coz sony tv go kaput
1,mspixieriot suckswish could get cheap montreal cool shop carry
1,maidmirawyn suppose go tomorrow tooooo use gas ticket money pay car inspection fee
1,babymakes7 no lose link send pull battery
0,macpowell awake happy
0,normabecerra washer se chingo ha ha bust grandma lucia waaaaay back early 90 lol
0,snl host justin timberlake startssssssssssss woohoo
1,apstylebook know need thing life constant
0,win diamond compï½tition yaayy tomorow diamond dance good still montrï½al
0,usual two family party today happy birthday lily
1,could message cheer robynlouise1993 leahstake misskeribaby jewlear celenko sarahbeeny beverleyknight
0,lilcdawg run cpt
0,bus boy poet order medici white chocolate banana bread pudding kspidel
1,birdsall sorry get behind follower still catch follow folk include
1,kvbuckley not know enough sotomayor make big booboo talk make law not know branch
1,already miss cmontecillo
1,andypiper not aquire new oppertunity sorry not support mac will not tell
1,say good bye ronald today difficult sad well miss yuu
0,jimmymarsh617 awesome job last night
0,thefifthsister happy come say hi twa nice meet indeed thank much come talk
0,christian mobile directory run month old visit
0,sing quotshinequot newsboy car hollyewallace holla
0,watch video facebook make feel like big creep guess also tweet woohoo
1,home ill work man flu hell
1,lonely need company
0,mizhalle
1,sunflower_seed dude not say
1,rip big cup miss
0,hey elliotcole thank much followfriday fail miserably get list together week
1,bed bed bed samuelasander never answer text anymore think day send one never hear back sad day
1,make little cover iphone bird not upside back amp http
1,wish get least daysoff row day not enough rest day day day day offugh
1,wait table exhaust foot sore note self never become waitress also kudo george awesome tritip
1,yan_ming affascinare gg summer sch though not attachment yan go see blog check msn ask kinny
1,smart car worthless car ever make amp make sad many see anymore
1,not good mood mama away sis can not talk either boy can not see weekend plan
1,prncsztalia hate
0,rosiecosy thank sympathy not bad hour ago start think appointment tomorrow
1,can not bother work tomorrow
0,jenrolton awwwww would virtual high five make well
0,jmascia yay find u great time tonight
1,andyschwartz nah not actually sleep data recovery place call wake
0,everraven figure bounce
0,tagscat thank know happen awhile
1,sorry tweet bgt poor wonderful crazy weird greg not fair silly little girl never go cope urgh not fair
1,thebeckyanne give sis show crib sunday incredible jewelry designer go
0,merlene cool 5figuretweeter club
0,msnewappearance hey thanx follow ill follow
1,vagabonddandy bad
1,move nothing accessible camera break kitchen stuff box no internet make hard cook blog get brooklyn
1,love new skype especially someone like live half world away home
0,bluevolvic awesome ill keep look
1,get boy doc persistent cough not good
1,coecobroker still recall helpful way back struggle ar contest question
0,magic rafi sing shammi kapoor
1,watch jimmy f delete social network profile no jimmy cyber time
0,breakfastnew ets endoscopic thoracic sympathectomy invaluable surgical procedure
1,miss justin snl aghhh start love yes one week
1,say goodbye papa
0,ton fun w muffin today
1,disappointment really suck getting use
0,teacherpaddy hey padsterit dirt track thx info get mile
1,sweet dreamsim tired excited might actually get golf morning family tradition
1,bed rest weekend next week neomonia suck
1,sashaostrikoff miss
0,morganmartinez dream hang friend good wake not
1,find book start real paperbound journal tonight annoying zit lip make look like herpe
0,goooooood morning
1,sara_luna everything donï½t know explain simply itï½s patetic
0,marykayte lucky still want blue one
0,walkaboutgroup fun guy day behind
0,good lazyreally productive day ever many option lie ahead job prioritize thank u universe luv dd
0,commander_cool yep here hop
0,mrmarketingman thank movie review
1,nicsey snap know feeling well
1,dread hear even bad news tonight
1,okay feel really sick
0,way home nythen sleep
0,well bedcant wait party mother day like hour
1,school tired not hear text last night lol still tired love jesus christ
0,bank holiday happy know clap hand
0,happy mother day
0,maxcarver hey fan new zealand love show even tho soooo behind episode haha keep good work
1,hot thermometer show 25c moment
0,werewolfseth well must say lucky guess mean no chillin concert huh
1,neo_kryptik usual application check status read stuff wel not arbit etc
1,meiko911 not time morning go way across town take pic sad
0,jackieshimamoto love cobra starship thank suggestion
1,fall think knee break look fabulous
0,emma_bmth also want attend tafe gig ask mum soundwave like hmmm possibly probably mean yes
0,shortyyyy curtain two rug make bath exciting hahaha
0,happy mother day mom
0,break pack watch office pam quoti wake not look cute know mean itquot
1,greg pritchard rob place final bgt cry baby bitchface get instead
1,saranw thank know happy sad time know get quotthe right stuffquot
0,okay really go nowstop make laugh like
0,light_bikes sound good hahaha
1,justwatche depressing episode jon kate everi actually almost cry
0,skybluetom4 ha ha thank tom loser hopefully go 22nd june till 3rd julywhat date u goin u miss helen x
1,afey umm abt comment like p quoti not like thisquot
0,juicebox07 know annoying german sayingpleasant anticipation great pleasureown translation
0,miss mcfly last night much front row centre danny make laugh much lol
0,jtsui wish could sit super busy day sunday perhaps play football dolore park welcome come hang
1,sowoke time workboo
1,mfarrugia never good platform game
0,roflwolf yeah basically awesome
1,stick long ass traffic motorwayim not go to get home pm tired
0,m_delamerce judge answer fid duty tort lawyer u r good thisit like oj trial do
1,torilovesbradie last thursday yesterday suck miss lunch time ox
1,shower take room right bed yeasterday shower balcony sea wiew bit nice
0,quotnappysquot da new quotnquot wordby da way ilove quotnappyquot braid igot quothangtimequot homie lol
0,happy mother dayyyy
1,want face somatic drawing david lanham want leopard theme somatic theme sadim big fan
0,wake early go gym
0,hey star45 send florida sunshine way supertramp ï½ rain ï½ djdolcevita
0,long day work stand home sleep another long day work tomorrow amp happy mother day mother
0,enjoy lazye around eat rose chocolate x
0,silverarcheress ah ok thank youuuuuu
1,cd player car break much listen kidz bop happy meal cd
1,eek _ wish nowww grrrrrrr
0,bertgoethal cool use live house left place always something go p
0,starryeyedsoul meeeee sound delicious
1,ugh well get work
1,bad day
0,drew8890 haha want another bagel blueberry cream cheese leave no bagel
1,beateveronica jealous would love deer steak one downside almost vegetarian carnivore live together
0,ceramicheart heart sing
0,cassowaryjewel excellent point
0,like window release candidate far also like new video card terabyte harddisk
1,accounting class detention
1,kyle_newman call sell bummer next time
0,want watch naruto shippuuden miss episode
1,impala_guy hello iï½m back hope happen not occasionally wednesday
1,go engagement party tommorrow night mine not step soapbox
0,mcflyyerr yeah trueee can not wait till tour dvd come tour epic backstage material hilarious
1,mile away
0,mathewdavid iknowww not many people know tho like keep little secret
0,bloodhoundgang aww awesome good guy
1,yasminegalenorn depressed already not want book
1,not happydont know reason
0,elysion32 make friend real life internet ever level people comfortable
0,delicious sushi niko niko vermont hollywood mm
0,domsofresh bl muthafuckin ah win
0,algibbs thank learn something new today enjoy
0,brandonsmithceo wow look really good wish good
1,laylanatalie nowhere babe ice come job morning sigh
0,actually skype ssshh not tell anyone
1,nursebettie666 mean lil boy ever lil girl everyone love
1,ultramegaman never do friday digest today anomaly usually schedule friday not leave time
0,enjoy bank holiday meeting real estate agent offer amsterdam apartment rent
1,today not day can not seem feel well not eat hungry eat feel like go to sick blah
0,aub311 dang hour drive bad daughter 1st bday party host donnie
1,today write two song one temple probably never perform ever one mother day happy vesak everyone rena xoxo
0,leg still numb journey atlantiscoldness buttt awesome day
0,new favorite group jdavey hiamplow shit not really flygroup come miami hell florida no rock bell
1,good news flat great regulate temp heat bad news sodding lovely outside work
1,sleep wake iced coffee laze amp go late lunch bf sweet little laidback saturday
0,finally go bed everybody whatever bless
1,askfrasco ooh fine ya know toooo late sorry dat
1,overwhelming finally catch cousinbff since three not see year ah memory miss
1,lock house shit thank god internet
0,ferretprincess hey miss jane go film hope good family
1,stick go 2nd job can not find good office job
1,artfuldodga love itsakey usb stick gb australia
1,allankent andywalton oo oo must compete let login work email see top
1,watch marley amp mei cry hard
0,sambennington hey samantha welcome happy mother day
1,oh one monitor act deadline oh unhappy camper
1,iamchrismann sick stupid guy moment u make believe not suck get back reality
1,receive phone call new patientsi guess mean work tomorrow
0,jamesscholes yes copyright exemption apparently try ensure rest world not sccr18
0,home work good night epic dude dudette
0,morning darlin dahilster hope feelin tiptop
1,thursdayband can not even call belgium suck
0,clonecommander everything well lightsaber
1,ipod come back visit cali china alaskabut home work
0,cherryblossoms4 yeyyyy maddy fabuloussssss god bless
1,wow wake read drews blog oh man seriously cry right
1,go athletic carnival today tire tired hurt back jump second time high jump
1,jazzy813 miss neice can not wait see bad n grow ass lol
0,ladyredcrest miss_hazy safe trip indy home
1,ftskirstin depressed like baddddd
0,tgi friday favorite people ever make reservation like people hahah
1,meganduffy aww miss u not eat
1,jessiemayumi shame job think work big money pay
0,alidg take fun
1,anyone know watch prison break tv movie not itune
1,wish jonathon ross audience right
0,add let play something
1,clean four bathroom afternoonyes go ahead feel sorry melolmine still wait attention
1,chrishornby ill attempt remember lot nothing go
1,asdquefty yes go enjoy
0,gkwo not really watch haha
1,oh miss truck could whole place move
1,mickster09 not rub
1,sadly bprohibite tweet tonight sorry
1,back oh no miss work insane band really take not moment
0,agcruc girl part tour would seriously first line ticket sayin
0,questcon give great smile nice way end day right
1,hmxcasey sorry
1,kaliie sorry lol waitt think mum would still let bday stuff weekend
1,sarahfenn prefer overcast day sorry hot
1,glennbeck husband loose goverment job due downsizinghe look new job can not find one small town
0,really wanna play
0,much happy despite loom departure
0,opinionatedant great weekend mononoke may tweet inside movie theater either monday tuesday lol
0,beach time
0,scodal yeah see look like hard work would know upp handsome
1,boo season finale
0,quotleave piecesquot wrecker hmm
0,heat
0,bellabkny thank support keep update help
1,queetsss thank babe guess find right person one day til well alone
1,amyxstftk actually really mostly forget take makeup bed
0,can not work twitter phone bed think funny stuff last night l good time
0,glad make sumone smile
1,dangerjoe hey mr danger
1,whopee tgif fun job
1,djcrmix rain every single afternoon sflorida not fair hehe
1,shaaqt primaveron mast ladki patata hai chal jiske sath bhi jaye khush rehnawill miss u love twpp
1,head ache tom call time really early show start 230pm recover like photo already go
1,much light pollution see star
0,viviatthedisco good luck first day
0,emjaystar haha thank yep definately dream come true excited camera shake take photo
1,party wipe dead stuff
0,heycassadee super excited buy tix see hey monday svetlana j denverco
1,head hurt
1,adam lambert version feelin good head miss idol already
1,tanyaahedo know drizzle way work hope warm weekend
1,bed go to read new moon little late night night xxx
1,miss talkin turkey really miss talkin turkey
0,robinmeyer look like full lincoln marathon yesterday awesome hm tough
0,omg supernatural good news week
0,coleryanxxx yes lol good one remeber bottom always top
1,jjanebb not include getaway music fail
1,kathleen_bee coincidently friend cancel movie date
1,pinkbunny69 awww tht no good hunim bad day sick
1,come home thinking maybe something good eat apparently not
1,can not comment directly someone alone
1,feel like fish big glass car dealership look world people walk fun sun stuck
0,subway always taste well someone else pay
1,koifusionpdx another day could not find end try another cart can not remember name sigh
1,jonashelford kewl get iphone get to hope last weekend get shuffle might bring anyways see ya
0,great dinner wonderful girlfriend
0,sabrina215 yes can not wait hope vip pass help since people already campin hahah
1,thespencersmith part religion call peoplewithgoodtasteinmusic not celebrate jonas brothers day
0,no really long exposure no tripod not look viewfinder unfocuse great
0,roxy right palmade stuff pretty cool
1,zo_e aw well sorry not like july reason
1,not get job stuff magazine dammit would amazing oh well
0,cheadlek another one come later week win westlife dvd trademe one
0,goin bed finally sleepy happy mother day
0,davidarchie haha go to awhile til come sweden think
1,j2thaessica yeah dnt go dif app phone sad reason lol
1,darn keep forget darn quotdquot dms
1,finish exam almost move hall leave london tomorrow
1,thevowel ds version suck
0,welcome nephew christian world
1,itsonlytuesday would not work today
1,smackdown lot boring without maria
1,actually hot today sun get hat every one get tan except
1,work huge headache
1,home sore foot sad sale grandas house go miss
1,kat_785 yeah do work weekend sooooo bummed
1,crypticirnangel bummer not get one yet wait year grrrrrrrrrrrrrrr
0,beautiful monday morning happy
0,vogleratmizzou yay break
0,tomboytigress thank sweet dream
1,jonasbrother see webc awesome love song sad cuz could not wake early start
1,eprussakov ohï½ unfortunately not
0,take mum lunch mother day
1,dorkybarb currently penguin mn zoo go sometime soon
0,aubergine006 still plenty food leave thank come can not wait see picture come
1,well last fab go
0,carocat nooo hey back next week move back good
1,thewbdotcom sadly can not view site due region restriction
0,jesssev dawg thank much
0,pcsketch actually want buy bus one day amp turn motor home imagine whopping big blokeslib logo
1,captainflashman oh no poor
1,akdb tell
1,want transfer naini trip picture 2my comp upload thm web bt dnt hv usb snt via multimedia rspic expnsiv
0,good day lake mirror kid happy get clean cabin today err two outta three be not bad
1,can not find key
0,lunch not eat alone soo long oh well
1,phew melt stupid fan pick good day stop work
1,opheliapunk nothing sad actually
0,celebritystatus wifeyyyyyy no likey u siky
1,look like twitter
0,jae878 aha thank jae
0,goodmorning tweedle happy mood think always past weekend lol vid beyonce weeknd come soon
0,wendywing cute time twitpic
1,travistubb already fan hulu bad not big internet selection netflix think would easy
1,thinkgeek curse upon ridiculously slow internetz work dang image load
0,realbillbailey really make night infact make weekend well do
0,omg hollyoak well dramatic
0,anyone go photograph today manage get macro shot flower bloom
1,still freakin miss game jonasnewsong
1,emilyhall92 awww bless indeed come day woooo
1,fuck kind bug house not know
0,yay play scattegorie random joel may amp sherman
1,dutchcowboy huh pr
1,super pump quotrelay lifequot tonite walk honor sweet grandpa uncle howard past yesterday
0,chat old schoolmate awww miss highschool
1,xxxmaggie oh suck sorry
0,looosie agfest pretty awesome load people lol
1,low profile tire suck will not size monday
0,spinachpuff yeeeeah intro see empire top computer game
1,booo good friend leavin weekend ever without
1,alyssa133 awww sorry kind fish
0,morganh03 thank great night dear perfectly complete weekend
0,aahhhh new pic new moon brill not think wait month
1,no money phone
1,sickyoure sick imy
0,regarde les tant attendue photographie
1,maybe wrong week could stay good not
0,leoncen hehehehe u want torrent
1,cross bridgeleaving ocean city sad
1,freezing cold can not function right type weather starve max
1,emmyrossum ah hate happen race erase ms week go
0,eat chat computer really bore _ think go tea haha listne 80 music wooho lt3
0,bella456 go inlaw tonight hopefully new niece need kid inlaw
0,happy clean squeaky clean
0,farm not enjoy cary ann love company
0,jessmcflyxxx would idea haha xx
1,adamastorlx ohyeahhh hate heat
0,heyitscheryl ooh like plan spend night well
1,see point laugh ugly
1,get ass kick tripoly lol get bad card suck
0,parrrttyplaye twister get tipsywell everyone else lol
1,suppose get go find sumthin wear tomorrow can not get
0,awesome lunch family amp dinner inlaw
0,netmogul actually play keyboard pohaku lol play 12st bday early spin shack
1,jonjordan w00 glad hear though miss watch outside igloo day
0,leowolfe haha night man no sure ill meet lifetime fact willno doubt
1,awww lil girl bgt say not time soo sad huggin
1,message songoftheoss could let people know boot
1,marvelvscapcom not work already
0,mikeyallstar like mind evening dear
0,star trek grtsat bggeting drink
1,mrsucre lmao sure no luck though
0,meet stranger lol alone vegas amazing
0,emmacl thank
1,get home hospital another clot leg
1,porn store forget put dave ipod fail
0,contrarygirl hoooray hook already
0,4everbrandy look like fun
0,bank get thing roll hooray day
0,narelle_nz busyfun mother day thank get wanteda wii fit yay
1,couch hungoverdont expect much today
1,disney_dreame miley go to quit hannah montanai not wanna believe
0,sing along mychem
1,really mad forget may deadline mile award trip south america unitedairline
1,akavirtualpa everything nothing hmmmmmmm
0,tiesto vicky park excellent
0,morning workout sesh love life
0,meredithhawkin aww nice
0,heffabella not know u heeeeeeey name shannn extend hand put er u
0,xxcharrrs aw anytime boo realize need fun guy change pic poofy hair one
0,csi ny come back aus sex lie silicone s05e04 evryone east coast tune tonight pleaseee
0,lilmoxey yay fullterm
0,welcome new follower also
1,really sad miss critical mass
1,lynnftw know exactly say not cool tape well p
1,peapodann second hit reply tweet ask stop play music sad someone sing key work
0,well rowing machine pay week lose 3lb week
0,good morning peoplee look like go nice day today well last week rain
0,karriedaway look sooooo pretty love dang wish ny could c u ur thang
1,happy mother day go zoo wake oh god noo
1,roll bed past hour still unable sleep
0,shakedxit23 ill save
1,happy mother day
0,weather lovely head home via supermarket planning spend quality time knitting tonight
0,beautyholic woohoooo retail therapy surprise visit two thing love
1,no shoe
1,wish outside instead trap office
1,anhhoang sorry post vid will not load
1,poynterjone join jealousy l
0,good morning tweetie today rest richmond ready hit beach
1,bad day work stressfulbeen involve minor accident everything ok far cut immediately
0,man thing would chng vegas british boy wayyyy hot
0,redrosepetal god bless ohsosexy rahul picture
0,tom_conrad take good photo
1,disappoint forget tweet something really inappropriate graphicphantom yell whole food yesterday amp can not remember
0,sarahhlouisee thankyou ur night
1,hate bff groundedd boooooooooo
1,bigkelleh know can not
0,girsl night way foam party no sleep tonight
1,forget much miss tribe til limit access talk spotty internet country will not long
1,try install vodafone internet key eeepc remember work box today not want work
1,little thing ill always cherish
1,sexxieluv dangjust far away not darn ill dream
0,typezero3 heheuntil come back fb friend get twitter respite huh jk
0,assemble haha
0,hstreet96 always good see even cyberspace
0,tomorrow warm day reason not like sun much xd ill go swim well xd
0,mollymazy aww happy mother day girlie kingston lucky great mommy
1,lose one good friend iï½m sooo sad
1,daynah not work iphone yet love simplicity need able sort task iphone useful
1,hungryif arm core diet would eat guess wait dinner ready
1,darkmornan disappointing
0,move today excited
1,bored everyone social life except babysitte brother tonight til dunno ill allow
1,kirstiealley would not reply gorgeous hot pink shoe
1,back leg kill yesterday big old leak kitchen look like stay pjs day infront tv
0,paulawhite yep look forward
0,gretchenrubin love body tell we much sleep need always good mindful mealtime
0,jfb57 good morning
1,mialotta u feel shit nerve trip plastic telescope yesty fall wall head still hurt
1,oh no todays jay lenos last show well miss u mr leno
1,awww sunthing wrong w ubertwitter last nite
0,get early feel good day walk work feel alright guess not work today
1,mow hate lawn
0,afrykah heyyy girl not tweet u week hope well
1,eoghancasey oh no wish could lay sun no gardenlol
1,wish not bank holiday could radio afternoon least another week come idea
1,oh no poor bear nightmare wrestle huge snake win
0,know not say fuck itim horny hell
0,humm adore mark hoppusday go throw hoppusday nice hoppusday people
1,back salvador wish sao paulo see second concert
1,puzzle people mood swing make somewhat sad can not pinpoint feel
1,nikkibenz hope record pitwas game find not record lucky not leafs woulda lose
1,kingsrockandrol bit zoe cos bed soon miss gorgeous weather today x
1,morgret probably not kinda expensive work people weekend work
1,mpellegrini hurt sunshine weekend not get play sad
1,robertpound not groom think ill die old maid lol
0,amost
1,god piss always enter comp amp never wini sore loser
1,zee can not gravity will not let
1,faulko1 watchign garden windowfar hot
0,wake xx tired moment list music make happy let wake
1,tessonfire feel almost empty inside today not good feeling
0,shanterowlandd wonderful mommy world
1,not front tv wat score inning
0,also twitter follow we know late
1,oh beautiful morning brekky bed
1,erickadiaz get go coffee no fun hate
1,pilarlovesyou love not leave
0,read maltese sunday newspaper coffee aaaah glorious sunday
0,yay good way end night
1,lmao come mad reply like damn miss damn follow friday lmao still not important miss
0,sometimes long weekend need good conversation thank bro
1,think good stand
1,awww poor holly
0,wheelchair fitting today mall buzz amp home depot quothomeboundquot get real old goal taxi yellow electric red
1,phxphoto no kidding ugh one thing know sure will not show property weekend
1,shop sam club baton rouge mom bring stepdad charity hospital can not go home yet plan
0,ms_nigeria oh yeah know meet take trash hhaha
0,senior ball hella fun good night
0,maaaan way nice outside work
0,tanahuffman mmmm macrina bakery
1,smileyquanta oh good want watch movie nooobody would watch wme
1,see dooope bmw serie park top backto bad rain
0,swimming party brother tonight awesome time since sissy cold water love today
1,guess go back scrape oven blerg
0,coffee gym studio story life day grateful
0,accumulate money use fancy finance app thinking get another cd ira saving house crazy
0,kirstynsmith spend hour sit sun picnic lunch ice cream win bbq today
1,dezurita nooo real mushroom neighbor uproot
0,get home hour track feel real good p running nice ab work push up haha p
1,turnitgrey computer break break laptop use phone ahh still cause fuck order
0,oooh apple trend topic xd yay apple
0,havin friend hangin christian tonight go to roast marshmellow chocolate cramcracker
1,figure start rain free work
0,finish melzer zombie chronicle day ago bittersweet need something new gym
0,therealingrosso nto milk deffo
0,last week hit guinea pig picture webshot not even promote way go
1,epic_war_mt no long blue
1,king617 reeeally wish could not n whilewhat goin lately
0,spootychild omfg down tasty eat almost lo
0,therealseeon birthday sex great song man something different ppl want
0,babygirlparis ur pic nice look cuteoh
1,hungry nothing eat
1,miss baby
1,miss baby day
1,chuybe leave first leave bed look
1,wake laura last full day last night watch embarrass home movie
1,ugh still sick calgary cold last forever
0,taco bell trampyesssssir
0,go to get sunshine
1,kevinpollak forgive miss
